device,cpuUtilization,memoryUtilization,name,timeStamp,timeStampMillis,stateData,hasError,statusCode
CDA,7.699999809265137,49.79999923706055,SysPerfData,"2020-12-12 18:28:49.445511",0,defaultData,,0
CDA,6.900000095367432,49.79999923706055,SysPerfData,"2020-12-12 18:29:19.449545",0,defaultData,,0
CDA,4.699999809265137,49.900001525878906,SysPerfData,"2020-12-12 18:29:49.449511",0,defaultData,,0
CDA,5.900000095367432,49.900001525878906,SysPerfData,"2020-12-12 18:30:19.445342",0,defaultData,,0
CDA,6.099999904632568,49.900001525878906,SysPerfData,"2020-12-12 18:30:49.448608",0,defaultData,,0
CDA,7.199999809265137,49.900001525878906,SysPerfData,"2020-12-12 18:31:19.448040",0,defaultData,,0
CDA,5.699999809265137,49.900001525878906,SysPerfData,"2020-12-12 18:31:49.448899",0,defaultData,,0
CDA,5.5,50.0,SysPerfData,"2020-12-12 18:32:19.449548",0,defaultData,,0
CDA,7.5,49.900001525878906,SysPerfData,"2020-12-12 18:32:49.451771",0,defaultData,,0
CDA,8.199999809265137,50.0,SysPerfData,"2020-12-12 18:33:19.448334",0,defaultData,,0
CDA,4.800000190734863,50.0,SysPerfData,"2020-12-12 18:33:49.451596",0,defaultData,,0
CDA,4.699999809265137,50.0,SysPerfData,"2020-12-12 18:34:19.443545",0,defaultData,,0
CDA,4.599999904632568,50.0,SysPerfData,"2020-12-12 18:34:49.448146",0,defaultData,,0
CDA,4.599999904632568,50.0,SysPerfData,"2020-12-12 18:35:19.448419",0,defaultData,,0
CDA,12.699999809265137,50.400001525878906,SysPerfData,"2020-12-12 18:35:49.452218",0,defaultData,,0
CDA,11.600000381469727,50.400001525878906,SysPerfData,"2020-12-12 18:36:19.446117",0,defaultData,,0
CDA,10.699999809265137,50.5,SysPerfData,"2020-12-12 18:36:49.448163",0,defaultData,,0
CDA,11.5,50.70000076293945,SysPerfData,"2020-12-12 18:37:19.448697",0,defaultData,,0
CDA,8.199999809265137,50.70000076293945,SysPerfData,"2020-12-12 18:37:49.445543",0,defaultData,,0
CDA,15.800000190734863,50.599998474121094,SysPerfData,"2020-12-12 18:38:19.445745",0,defaultData,,0
CDA,10.5,50.79999923706055,SysPerfData,"2020-12-12 18:38:49.445396",0,defaultData,,0
CDA,6.099999904632568,50.70000076293945,SysPerfData,"2020-12-12 18:39:19.447554",0,defaultData,,0
CDA,13.600000381469727,51.099998474121094,SysPerfData,"2020-12-12 18:39:49.450682",0,defaultData,,0
CDA,16.700000762939453,51.5,SysPerfData,"2020-12-12 18:40:19.444426",0,defaultData,,0
CDA,10.699999809265137,51.400001525878906,SysPerfData,"2020-12-12 18:40:49.444341",0,defaultData,,0
CDA,14.0,51.400001525878906,SysPerfData,"2020-12-12 18:41:19.447272",0,defaultData,,0
CDA,11.100000381469727,51.20000076293945,SysPerfData,"2020-12-12 18:41:49.447772",0,defaultData,,0
CDA,6.199999809265137,51.400001525878906,SysPerfData,"2020-12-12 18:42:19.448397",0,defaultData,,0
CDA,11.300000190734863,51.400001525878906,SysPerfData,"2020-12-12 18:42:49.450400",0,defaultData,,0
CDA,14.0,51.5,SysPerfData,"2020-12-12 18:43:19.447883",0,defaultData,,0
CDA,11.600000381469727,51.5,SysPerfData,"2020-12-12 18:43:49.444147",0,defaultData,,0
CDA,11.5,51.599998474121094,SysPerfData,"2020-12-12 18:44:19.445761",0,defaultData,,0
CDA,13.199999809265137,51.599998474121094,SysPerfData,"2020-12-12 18:44:49.449179",0,defaultData,,0
CDA,14.899999618530273,51.599998474121094,SysPerfData,"2020-12-12 18:45:19.445298",0,defaultData,,0
CDA,9.199999809265137,51.5,SysPerfData,"2020-12-12 18:45:49.450684",0,defaultData,,0
CDA,12.800000190734863,51.599998474121094,SysPerfData,"2020-12-12 18:46:19.446107",0,defaultData,,0
CDA,11.5,51.599998474121094,SysPerfData,"2020-12-12 18:46:49.447980",0,defaultData,,0
CDA,6.599999904632568,51.599998474121094,SysPerfData,"2020-12-12 18:47:19.446557",0,defaultData,,0
CDA,6.599999904632568,51.599998474121094,SysPerfData,"2020-12-12 18:47:49.450626",0,defaultData,,0
CDA,6.900000095367432,51.900001525878906,SysPerfData,"2020-12-12 18:48:19.450673",0,defaultData,,0
CDA,6.5,51.79999923706055,SysPerfData,"2020-12-12 18:48:49.450862",0,defaultData,,0
CDA,6.699999809265137,51.79999923706055,SysPerfData,"2020-12-12 18:49:19.448951",0,defaultData,,0
CDA,6.400000095367432,51.79999923706055,SysPerfData,"2020-12-12 18:49:49.447861",0,defaultData,,0
CDA,6.5,51.900001525878906,SysPerfData,"2020-12-12 18:50:19.452148",0,defaultData,,0
CDA,6.300000190734863,51.79999923706055,SysPerfData,"2020-12-12 18:50:49.444839",0,defaultData,,0
CDA,6.5,51.79999923706055,SysPerfData,"2020-12-12 18:51:19.447196",0,defaultData,,0
CDA,7.099999904632568,51.79999923706055,SysPerfData,"2020-12-12 18:51:49.443909",0,defaultData,,0
CDA,6.400000095367432,51.900001525878906,SysPerfData,"2020-12-12 18:52:19.457484",0,defaultData,,0
CDA,6.199999809265137,51.900001525878906,SysPerfData,"2020-12-12 18:52:49.456194",0,defaultData,,0
CDA,6.400000095367432,51.900001525878906,SysPerfData,"2020-12-12 18:53:19.452931",0,defaultData,,0
CDA,6.300000190734863,51.900001525878906,SysPerfData,"2020-12-12 18:53:49.452516",0,defaultData,,0
CDA,6.599999904632568,51.900001525878906,SysPerfData,"2020-12-12 18:54:19.450943",0,defaultData,,0
CDA,6.300000190734863,51.900001525878906,SysPerfData,"2020-12-12 18:54:49.450159",0,defaultData,,0
CDA,6.199999809265137,51.900001525878906,SysPerfData,"2020-12-12 18:55:19.449291",0,defaultData,,0
CDA,6.300000190734863,51.900001525878906,SysPerfData,"2020-12-12 18:55:49.453472",0,defaultData,,0
CDA,6.300000190734863,51.900001525878906,SysPerfData,"2020-12-12 18:56:19.456378",0,defaultData,,0
CDA,7.199999809265137,52.29999923706055,SysPerfData,"2020-12-12 18:56:49.452424",0,defaultData,,0
CDA,7.800000190734863,53.599998474121094,SysPerfData,"2020-12-12 18:57:49.447029",0,defaultData,,0
CDA,11.300000190734863,54.0,SysPerfData,"2020-12-12 18:59:19.448984",0,defaultData,,0
CDA,7.800000190734863,53.79999923706055,SysPerfData,"2020-12-12 18:59:49.446690",0,defaultData,,0
CDA,8.800000190734863,53.900001525878906,SysPerfData,"2020-12-12 19:00:19.446005",0,defaultData,,0
CDA,12.399999618530273,54.599998474121094,SysPerfData,"2020-12-12 19:00:49.451665",0,defaultData,,0
CDA,4.699999809265137,54.599998474121094,SysPerfData,"2020-12-12 19:01:19.446696",0,defaultData,,0
CDA,4.5,54.599998474121094,SysPerfData,"2020-12-12 19:01:49.447642",0,defaultData,,0
CDA,4.5,54.5,SysPerfData,"2020-12-12 19:02:19.447692",0,defaultData,,0
CDA,4.199999809265137,54.400001525878906,SysPerfData,"2020-12-12 19:02:49.452174",0,defaultData,,0
CDA,4.300000190734863,54.5,SysPerfData,"2020-12-12 19:03:19.448612",0,defaultData,,0
CDA,4.0,54.5,SysPerfData,"2020-12-12 19:03:49.450020",0,defaultData,,0
CDA,4.699999809265137,54.5,SysPerfData,"2020-12-12 19:04:19.447934",0,defaultData,,0
CDA,4.400000095367432,54.5,SysPerfData,"2020-12-12 19:04:49.451535",0,defaultData,,0
CDA,4.0,54.5,SysPerfData,"2020-12-12 19:05:19.448278",0,defaultData,,0
CDA,4.0,54.5,SysPerfData,"2020-12-12 19:05:49.448886",0,defaultData,,0
CDA,4.199999809265137,54.5,SysPerfData,"2020-12-12 19:06:19.450704",0,defaultData,,0
CDA,3.9000000953674316,54.5,SysPerfData,"2020-12-12 19:06:49.452177",0,defaultData,,0
CDA,4.300000190734863,54.400001525878906,SysPerfData,"2020-12-12 19:07:19.450134",0,defaultData,,0
CDA,4.099999904632568,54.5,SysPerfData,"2020-12-12 19:07:49.450395",0,defaultData,,0
CDA,4.199999809265137,54.5,SysPerfData,"2020-12-12 19:08:19.454985",0,defaultData,,0
CDA,4.199999809265137,54.5,SysPerfData,"2020-12-12 19:08:49.451401",0,defaultData,,0
CDA,4.5,54.5,SysPerfData,"2020-12-12 19:09:19.449121",0,defaultData,,0
CDA,3.9000000953674316,54.5,SysPerfData,"2020-12-12 19:09:49.449614",0,defaultData,,0
CDA,4.199999809265137,54.5,SysPerfData,"2020-12-12 19:10:19.454152",0,defaultData,,0
CDA,4.300000190734863,54.5,SysPerfData,"2020-12-12 19:10:49.453279",0,defaultData,,0
CDA,5.199999809265137,54.599998474121094,SysPerfData,"2020-12-12 19:11:19.454902",0,defaultData,,0
CDA,3.799999952316284,54.5,SysPerfData,"2020-12-12 19:11:49.452022",0,defaultData,,0
CDA,4.300000190734863,54.5,SysPerfData,"2020-12-12 19:12:19.449543",0,defaultData,,0
CDA,8.399999618530273,54.900001525878906,SysPerfData,"2020-12-12 19:12:49.452434",0,defaultData,,0
CDA,26.299999237060547,55.099998474121094,SysPerfData,"2020-12-12 19:13:19.455511",0,defaultData,,0
CDA,9.199999809265137,55.29999923706055,SysPerfData,"2020-12-12 19:13:49.447404",0,defaultData,,0
CDA,5.099999904632568,55.20000076293945,SysPerfData,"2020-12-12 19:14:19.449482",0,defaultData,,0
CDA,4.699999809265137,55.20000076293945,SysPerfData,"2020-12-12 19:14:49.446825",0,defaultData,,0
CDA,4.099999904632568,54.900001525878906,SysPerfData,"2020-12-12 19:15:19.447845",0,defaultData,,0
CDA,4.099999904632568,55.0,SysPerfData,"2020-12-12 19:15:49.453624",0,defaultData,,0
CDA,4.099999904632568,55.099998474121094,SysPerfData,"2020-12-12 19:16:19.456631",0,defaultData,,0
CDA,4.099999904632568,55.0,SysPerfData,"2020-12-12 19:16:49.452907",0,defaultData,,0
CDA,4.0,55.0,SysPerfData,"2020-12-12 19:17:19.455610",0,defaultData,,0
CDA,3.799999952316284,55.0,SysPerfData,"2020-12-12 19:17:49.454357",0,defaultData,,0
CDA,3.799999952316284,55.0,SysPerfData,"2020-12-12 19:18:19.453603",0,defaultData,,0
CDA,4.5,55.400001525878906,SysPerfData,"2020-12-12 19:18:49.455268",0,defaultData,,0
CDA,4.5,55.099998474121094,SysPerfData,"2020-12-12 19:19:19.454688",0,defaultData,,0
CDA,4.199999809265137,55.099998474121094,SysPerfData,"2020-12-12 19:19:49.455305",0,defaultData,,0
CDA,4.0,55.20000076293945,SysPerfData,"2020-12-12 19:20:19.456209",0,defaultData,,0
CDA,5.699999809265137,55.900001525878906,SysPerfData,"2020-12-12 19:20:49.455740",0,defaultData,,0
CDA,4.0,56.0,SysPerfData,"2020-12-12 19:21:19.453922",0,defaultData,,0
CDA,4.900000095367432,55.20000076293945,SysPerfData,"2020-12-12 19:21:49.449534",0,defaultData,,0
CDA,4.099999904632568,55.29999923706055,SysPerfData,"2020-12-12 19:22:19.447450",0,defaultData,,0
CDA,4.300000190734863,55.20000076293945,SysPerfData,"2020-12-12 19:22:49.446939",0,defaultData,,0
CDA,4.099999904632568,55.20000076293945,SysPerfData,"2020-12-12 19:23:19.445092",0,defaultData,,0
CDA,3.9000000953674316,55.20000076293945,SysPerfData,"2020-12-12 19:23:49.443778",0,defaultData,,0
CDA,4.5,55.20000076293945,SysPerfData,"2020-12-12 19:24:19.449237",0,defaultData,,0
CDA,4.099999904632568,55.29999923706055,SysPerfData,"2020-12-12 19:24:49.448318",0,defaultData,,0
CDA,4.300000190734863,55.20000076293945,SysPerfData,"2020-12-12 19:25:19.444595",0,defaultData,,0
CDA,4.199999809265137,55.20000076293945,SysPerfData,"2020-12-12 19:25:49.444798",0,defaultData,,0
CDA,3.9000000953674316,55.29999923706055,SysPerfData,"2020-12-12 19:26:19.447442",0,defaultData,,0
CDA,4.199999809265137,55.29999923706055,SysPerfData,"2020-12-12 19:26:49.444937",0,defaultData,,0
CDA,5.300000190734863,55.29999923706055,SysPerfData,"2020-12-12 19:27:19.447598",0,defaultData,,0
CDA,3.9000000953674316,55.29999923706055,SysPerfData,"2020-12-12 19:27:49.453086",0,defaultData,,0
CDA,5.300000190734863,55.599998474121094,SysPerfData,"2020-12-12 19:28:19.446743",0,defaultData,,0
CDA,4.400000095367432,55.5,SysPerfData,"2020-12-12 19:28:49.449746",0,defaultData,,0
CDA,4.5,55.400001525878906,SysPerfData,"2020-12-12 19:29:19.448415",0,defaultData,,0
CDA,4.300000190734863,55.400001525878906,SysPerfData,"2020-12-12 19:29:49.449814",0,defaultData,,0
CDA,4.599999904632568,55.400001525878906,SysPerfData,"2020-12-12 19:30:19.446420",0,defaultData,,0
CDA,4.199999809265137,55.400001525878906,SysPerfData,"2020-12-12 19:30:49.449711",0,defaultData,,0
CDA,4.099999904632568,55.400001525878906,SysPerfData,"2020-12-12 19:31:19.450904",0,defaultData,,0
CDA,4.0,55.400001525878906,SysPerfData,"2020-12-12 19:31:49.448402",0,defaultData,,0
CDA,4.199999809265137,55.400001525878906,SysPerfData,"2020-12-12 19:32:19.447662",0,defaultData,,0
CDA,3.799999952316284,55.400001525878906,SysPerfData,"2020-12-12 19:32:49.445818",0,defaultData,,0
CDA,4.199999809265137,55.29999923706055,SysPerfData,"2020-12-12 19:33:19.449637",0,defaultData,,0
CDA,4.199999809265137,55.5,SysPerfData,"2020-12-12 19:33:49.447346",0,defaultData,,0
CDA,4.599999904632568,55.5,SysPerfData,"2020-12-12 19:34:19.446617",0,defaultData,,0
CDA,4.0,55.5,SysPerfData,"2020-12-12 19:34:49.449206",0,defaultData,,0
CDA,4.199999809265137,55.5,SysPerfData,"2020-12-12 19:35:19.452227",0,defaultData,,0
CDA,4.400000095367432,55.5,SysPerfData,"2020-12-12 19:35:49.452056",0,defaultData,,0
CDA,4.199999809265137,55.599998474121094,SysPerfData,"2020-12-12 19:36:19.453651",0,defaultData,,0
CDA,3.799999952316284,55.599998474121094,SysPerfData,"2020-12-12 19:36:49.453433",0,defaultData,,0
CDA,4.199999809265137,55.5,SysPerfData,"2020-12-12 19:37:19.451436",0,defaultData,,0
CDA,4.099999904632568,55.5,SysPerfData,"2020-12-12 19:37:49.452537",0,defaultData,,0
CDA,4.300000190734863,55.599998474121094,SysPerfData,"2020-12-12 19:38:19.453724",0,defaultData,,0
CDA,4.300000190734863,55.599998474121094,SysPerfData,"2020-12-12 19:38:49.446922",0,defaultData,,0
